ticker,name,volume_ratio,resistance_price,buy_date,buy_price,sell_date,sell_price,sell_reason,holding_trading_days,return_pct,open_position
000850,화천기공,44.34,34200.0,20230926,35921.7,20230926,34774.36,-3%손절,0,-3.19,False
044380,주연테크,33.91,622.0,20230926,649.3,20230926,680.4,+5%익절,0,4.79,False
101730,위메이드맥스,25.76,9640.0,20230926,11112.18,20230926,11644.45,+5%익절,0,4.79,False
131370,알서포트,173.06,3140.0,20230926,3947.88,20230926,3821.78,-3%손절,0,-3.19,False
302550,리메드,27.99,17520.0,20230926,20991.9,20230926,20321.42,-3%손절,0,-3.19,False
004270,남성,26.67,2145.0,20230927,2635.26,20230927,2551.09,-3%손절,0,-3.19,False
078890,가온그룹,25.04,5700.0,20230927,7324.62,20230927,7675.47,+5%익절,0,4.79,False
239340,이스트에이드,18.29,3110.0,20230927,3381.75,20230927,3543.74,+5%익절,0,4.79,False
304360,에스바이오메딕스,18.22,8880.0,20230927,12154.26,20230927,11766.05,-3%손절,0,-3.19,False
328380,솔트웨어,16.06,1280.0,20230927,1628.25,20230927,1576.24,-3%손절,0,-3.19,False
002630,오리엔트바이오,44.29,626.0,20231004,670.34,20231004,648.93,-3%손절,0,-3.19,False
050960,수산아이앤티,22.13,9300.0,20231004,9929.82,20231004,10405.46,+5%익절,0,4.79,False
065170,비엘팜텍,65.97,592.0,20231004,598.19,20231004,579.09,-3%손절,0,-3.19,False
065500,오리엔트정공,83.01,1146.0,20231004,1522.04,20231004,1473.42,-3%손절,0,-3.19,False
