ticker,name,score,status,buy_date,buy_price,sell_date,sell_price,sell_reason,holding_trading_days,return_pct,open_position
028050,삼성E&A,69.8,watching,20221101,23950.0,20221103,25147.5,+5%,2,5.0,False
120110,코오롱인더,69.4,watching,20221031,43150.0,20221103,45307.5,+5%,3,5.0,False
007070,GS리테일,70.7,confirmed_turnaround,20221102,26000.0,20221104,27300.0,+5%,2,5.0,False
011780,금호석유화학,75.1,confirmed_turnaround,20221107,136000.0,20221107,142800.0,+5%,0,5.0,False
000250,삼천당제약,73.7,confirmed_turnaround,20221104,30950.0,20221108,32497.5,+5%,2,5.0,False
086280,현대글로비스,74.0,confirmed_turnaround,20221104,173000.0,20221108,181650.0,+5%,2,5.0,False
105630,한세실업,70.7,watching,20221031,15000.0,20221108,15750.0,+5%,6,5.0,False
145020,휴젤,66.2,watching,20221024,110700.0,20221108,116235.0,+5%,11,5.0,False
192080,더블유게임즈,77.5,watching,20221103,48200.0,20221109,45790.0,-5%,4,-5.0,False
064350,현대로템,69.1,watching,20221109,25150.0,20221110,26407.5,+5%,1,5.0,False
005690,파미셀,76.0,confirmed_turnaround,20221027,10350.0,20221111,10867.5,+5%,11,5.0,False
064760,티씨케이,68.8,watching,20221108,100000.0,20221111,105000.0,+5%,3,5.0,False
096530,씨젠,71.0,watching,20221109,30500.0,20221111,32025.0,+5%,2,5.0,False
004370,농심,68.1,confirmed_turnaround,20221101,302000.0,20221114,317100.0,+5%,9,5.0,False
069260,TKG휴켐스,67.3,confirmed_turnaround,20221021,20850.0,20221114,21892.5,+5%,16,5.0,False
141080,리가켐바이오,73.2,watching,20221111,36100.0,20221115,37905.0,+5%,2,5.0,False
282330,BGF리테일,67.0,watching,20221109,181500.0,20221115,190575.0,+5%,4,5.0,False
027710,팜스토리,67.9,confirmed_turnaround,20221114,2075.0,20221116,2178.75,+5%,2,5.0,False
060250,NHN KCP,75.3,confirmed_turnaround,20221115,13550.0,20221116,14227.5,+5%,1,5.0,False
271560,오리온,69.9,confirmed_turnaround,20221116,107000.0,20221118,112350.0,+5%,2,5.0,False
067630,HLB생명과학,69.0,watching,20221027,12000.0,20221121,11400.0,-5%,17,-5.0,False
069960,현대백화점,70.1,confirmed_turnaround,20221115,59400.0,20221121,56430.0,-5%,4,-5.0,False
078930,GS,68.0,confirmed_turnaround,20221110,48450.0,20221121,46027.5,-5%,7,-5.0,False
307950,현대오토에버,67.0,watching,20221117,118000.0,20221121,112100.0,-5%,2,-5.0,False
104830,원익머트리얼즈,68.0,confirmed_turnaround,20221122,30400.0,20221123,31920.0,+5%,1,5.0,False
049070,인탑스,68.9,confirmed_turnaround,20221122,30450.0,20221128,28927.5,-5%,4,-5.0,False
081660,미스토홀딩스,76.4,watching,20221116,33600.0,20221128,31920.0,-5%,8,-5.0,False
111770,영원무역,66.6,confirmed_turnaround,20221117,48750.0,20221129,46312.5,-5%,8,-5.0,False
140860,파크시스템스,73.5,watching,20221121,108000.0,20221129,113400.0,+5%,6,5.0,False
039030,이오테크닉스,68.9,confirmed_turnaround,20221114,69100.0,20221201,72555.0,+5%,13,5.0,False
074600,원익QnC,68.5,watching,20221122,26200.0,20221201,27510.0,+5%,7,5.0,False
214450,파마리서치,72.1,watching,20221130,66100.0,20221201,69405.0,+5%,1,5.0,False
357780,솔브레인,68.8,watching,20221129,213300.0,20221201,223965.0,+5%,2,5.0,False
195940,HK이노엔,87.8,watching,20221130,37700.0,20221205,39585.0,+5%,3,5.0,False
139480,이마트,71.1,watching,20221202,93000.0,20221206,97650.0,+5%,2,5.0,False
003550,LG,69.6,watching,20221109,82500.0,20221207,78375.0,-5%,20,-5.0,False
215600,신라젠,69.7,confirmed_turnaround,20221206,9920.0,20221208,9424.0,-5%,2,-5.0,False
064550,바이오니아,78.7,watching,20221209,33100.0,20221212,34755.0,+5%,1,5.0,False
128940,한미약품,69.6,watching,20221202,260000.0,20221212,273000.0,+5%,6,5.0,False
214150,클래시스,77.7,watching,20221208,19000.0,20221215,18050.0,-5%,5,-5.0,False
103140,풍산,73.4,watching,20221213,31750.0,20221216,33337.5,+5%,3,5.0,False
240810,원익IPS,68.6,watching,20221122,28500.0,20221219,27075.0,-5%,19,-5.0,False
293490,카카오게임즈,75.2,confirmed_turnaround,20221219,44000.0,20221219,46200.0,+5%,0,5.0,False
323990,박셀바이오,81.8,confirmed_turnaround,20221216,38200.0,20221219,40110.0,+5%,1,5.0,False
225570,넥슨게임즈,75.8,confirmed_turnaround,20221220,13900.0,20221223,13205.0,-5%,3,-5.0,False
005940,NH투자증권,67.3,confirmed_turnaround,20221114,9580.0,20221228,9101.0,-5%,32,-5.0,False
012750,에스원,68.7,watching,20221202,63600.0,20221228,60420.0,-5%,18,-5.0,False
032640,LG유플러스,70.2,watching,20221202,12050.0,20221228,11447.5,-5%,18,-5.0,False
028260,삼성물산,71.7,watching,20221129,120000.0,20221229,114000.0,-5%,22,-5.0,False
105630,한세실업,76.6,confirmed_turnaround,20221226,16350.0,20221229,15532.5,-5%,3,-5.0,False
131970,두산테스나,72.4,watching,20221207,29400.0,20221229,27930.0,-5%,16,-5.0,False
018260,삼성에스디에스,70.0,watching,20221124,127000.0,,,,25,-3.15,True
051600,한전KPS,73.1,watching,20221213,34150.0,,,,12,-2.78,True
004020,현대제철,73.2,watching,20221220,31750.0,,,,7,-3.62,True
326030,SK바이오팜,71.7,confirmed_turnaround,20221220,72500.0,,,,7,-0.55,True
009150,삼성전기,76.2,watching,20221229,133000.0,,,,0,-1.88,True
000880,한화,75.3,confirmed_turnaround,20221229,26600.0,,,,0,-3.57,True
241560,두산밥캣,72.9,watching,20221229,35650.0,,,,0,-2.95,True
