ticker,name,score,status,buy_date,buy_price,sell_date,sell_price,sell_reason,holding_trading_days,return_pct,open_position
001230,동국홀딩스,71.3,confirmed_turnaround,20221107,11950.0,20221108,12547.5,+5%,1,5.0,False
086280,현대글로비스,73.5,confirmed_turnaround,20221104,173000.0,20221108,181650.0,+5%,2,5.0,False
214150,클래시스,71.6,confirmed_turnaround,20221109,16600.0,20221110,17430.0,+5%,1,5.0,False
005690,파미셀,70.9,confirmed_turnaround,20221026,10300.0,20221111,10815.0,+5%,12,5.0,False
195940,HK이노엔,79.9,confirmed_turnaround,20221019,35350.0,20221111,37117.5,+5%,17,5.0,False
027710,팜스토리,79.7,confirmed_turnaround,20221111,2090.0,20221116,2194.5,+5%,3,5.0,False
058470,리노공업,76.0,confirmed_turnaround,20221114,148000.0,20221116,155400.0,+5%,2,5.0,False
001120,LX인터내셔널,74.3,confirmed_turnaround,20221018,43550.0,20221117,39250.0,만기청산(30일),22,-9.87,False
004170,신세계,68.8,confirmed_turnaround,20221019,233500.0,20221118,213500.0,만기청산(30일),22,-8.57,False
049070,인탑스,69.0,confirmed_turnaround,20221117,30850.0,20221118,32392.5,+5%,1,5.0,False
078930,GS,68.3,confirmed_turnaround,20221019,47350.0,20221118,46300.0,만기청산(30일),22,-2.22,False
009830,한화솔루션,74.8,confirmed_turnaround,20221020,51500.0,20221121,50800.0,만기청산(30일),22,-1.36,False
023530,롯데쇼핑,69.8,confirmed_turnaround,20221024,91200.0,20221123,86100.0,만기청산(30일),22,-5.59,False
003100,선광,71.8,confirmed_turnaround,20221122,122200.0,20221124,128310.0,+5%,2,5.0,False
095660,네오위즈,70.1,confirmed_turnaround,20221124,39050.0,20221124,41002.5,+5%,0,5.0,False
007660,이수페타시스,71.2,confirmed_turnaround,20221121,6070.0,20221125,6373.5,+5%,4,5.0,False
282330,BGF리테일,67.7,confirmed_turnaround,20221121,194500.0,20221125,204225.0,+5%,4,5.0,False
140860,파크시스템스,73.9,confirmed_turnaround,20221118,108700.0,20221129,114135.0,+5%,7,5.0,False
032830,삼성생명,65.3,confirmed_turnaround,20221128,69100.0,20221130,72555.0,+5%,2,5.0,False
